,Sample,FileName,Wavelength,Intensity,Normalized
20,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,593,250634,0.6809577760208226
21,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,602,221158,0.6008732248187121
22,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,610,189586,0.5150939654024741
23,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,619,164181,0.4460700807746542
24,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,628,145611,0.3956164874844115
25,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,637,116279,0.3159231757779281
26,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,646,94538,0.25685416276106404
27,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,655,100291,0.2724847239995544
28,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,664,63361,0.17214809501685863
29,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,673,2105,0.005719160682604242
30,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,682,3,8.15082282556424e-06
31,PCN,Old_PCN_TCEP_10p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,691,58,0.0001575825746275753
0,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,415,80328,0.4639536092596657
1,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,424,68758,0.39712830227910684
2,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,432,71541,0.4132021855398584
3,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,441,53580,0.30946412688144714
4,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,450,87537,0.5055909159167832
